🇲🇩,flag: Moldova moldovan chisinau eastern europe wine country landlocked
🇲🇪,flag: Montenegro montenegrin podgorica balkans beautiful coastline mountains
🇲🇫,flag: St. Martin saint martin caribbean dual-nation island french side beaches
🇲🇬,flag: Madagascar malagasy antananarivo lemurs unique wildlife island nation
🇲🇭,flag: Marshall Islands marshallese majuro pacific atolls threatened by sea level rise
🇲🇰,flag: North Macedonia macedonian skopje balkans ancient history lake ohrid
🇲🇱,flag: Mali malian bamako west africa timbuktu dogon country
🇲🇲,flag: Myanmar (Burma) myanma naypyidaw southeast asia pagodas burmese
🇲🇳,flag: Mongolia mongolian ulaanbaatar genghis khan Gobi desert nomadic lifestyle
🇲🇴,flag: Macao SAR China macanese vegas of china egg tarts portuguese influence gambling
🇲🇵,flag: Northern Mariana Islands saipan us commonwealth pacific tropical paradise history
🇲🇶,flag: Martinique martinican caribbean french island mount pelée creole culture
🇲🇷,flag: Mauritania mauritanian nouakchott west africa sahara desert iron ore train
🇲🇸,flag: Montserrat montserratian soufrière hills volcano caribbean emerald isle british territory
🇲🇹,flag: Malta maltese valletta mediterranean knights of malta beautiful architecture
🇲🇺,flag: Mauritius mauritian port louis indian ocean paradise island dodo bird
🇲🇻,flag: Maldives maldivian malé paradise overwater bungalows honeymoon destination
🇲🇼,flag: Malawi malawian lilongwe warm heart of africa lake malawi friendly people
🇲🇽,flag: Mexico mexican mexico city tacos sombreros fiesta
🇲🇾,flag: Malaysia malaysian kuala lumpur petronas towers truly asia diverse culture
🇲🇿,flag: Mozambique mozambican maputo southeast africa beautiful coastline prawns
🇳🇦,flag: Namibia namibian windhoek southern africa Namib desert sand dunes
🇳🇨,flag: New Caledonia new caledonian nouméa french territory pacific nickel rich
🇳🇪,flag: Niger nigerien niamey west africa sahara desert landlocked
🇳🇫,flag: Norfolk Island norfolk islander australian territory pacific history pine trees
🇳🇬,flag: Nigeria nigerian abuja nollywood jollof rice afrobeat
🇳🇮,flag: Nicaragua nicaraguan managua central america lakes and volcanoes gallo pinto
🇳🇱,flag: Netherlands dutch amsterdam tulips windmills canals
🇳🇴,flag: Norway norwegian oslo fjords vikings northern lights
🇳🇵,flag: Nepal nepalese kathmandu mount everest himalayas birthplace of buddha
🇳🇷,flag: Nauru nauruan smallest island nation pacific phosphate mining history remote
🇳🇺,flag: Niue niuean pacific island rock of polynesia small population coral atoll
🇳🇿,flag: New Zealand kiwi aotearoa lord of the rings hobbiton all blacks
🇴🇲,flag: Oman omani muscat middle east beautiful wadis frankincense
🇵🇦,flag: Panama panamanian panama city panama canal central america crossroads of the world
🇵🇪,flag: Peru peruvian lima machu picchu llamas inca empire
🇵🇫,flag: French Polynesia tahiti bora bora pacific paradise overwater bungalows french territory
🇵🇬,flag: Papua New Guinea papua new guinean port moresby diverse cultures birds of paradise remote
🇵🇭,flag: Philippines filipino manila beautiful beaches adobo friendly people
🇵🇰,flag: Pakistan pakistani islamabad south asia rich history beautiful mountains
🇵🇱,flag: Poland polish warsaw pierogi rich history resilient nation
🇵🇲,flag: St. Pierre & Miquelon french territory north america european vibe colorful houses near canada
🇵🇳,flag: Pitcairn Islands pitcairn british territory pacific mutiny on the bounty remote
🇵🇷,flag: Puerto Rico puerto rican san juan bad bunny mofongo us territory
🇵🇸,flag: Palestinian Territories palestinian ramallah middle east free palestine rich culture
🇵🇹,flag: Portugal portuguese lisbon ronaldo pastéis de nata beautiful coast
🇵🇼,flag: Palau palauan pacific rock islands pristine diving jellyfish lake
🇵🇾,flag: Paraguay paraguayan asunción south america tereré landlocked
🇶🇦,flag: Qatar qatari doha middle east world cup 2022 wealthy nation
🇷🇪,flag: Réunion réunionnais french island indian ocean active volcano diverse landscapes
🇷🇴,flag: Romania romanian bucharest dracula transylvania beautiful castles
🇷🇸,flag: Serbia serbian belgrade balkans tesla vibrant nightlife
🇷🇺,flag: Russia russian moscow vodka bears largest country
🇷🇼,flag: Rwanda rwandan kigali land of a thousand hills gorillas remarkable recovery
🇸🇦,flag: Saudi Arabia saudi riyadh mecca oil desert kingdom
🇸🇧,flag: Solomon Islands solomon islander honiara pacific world war ii history diving
🇸🇨,flag: Seychelles seychellois victoria indian ocean paradise beautiful beaches granite islands
🇸🇩,flag: Sudan sudanese khartoum north africa nile river ancient pyramids
🇸🇪,flag: Sweden swedish stockholm ikea ABBA meatballs
🇸🇬,flag: Singapore singaporean garden city amazing food merlion strict laws
🇸🇭,flag: St. Helena st helenian british territory remote atlantic island napoleon's exile airport
🇸🇮,flag: Slovenia slovenian ljubljana beautiful nature lake bled hidden gem of europe
🇸🇯,flag: Svalbard & Jan Mayen svalbard arctic polar bears northernmost town norwegian archipelago
🇸🇰,flag: Slovakia slovak bratislava central europe tatra mountains beautiful castles
🇸🇱,flag: Sierra Leone sierra leonean freetown west africa diamonds resilient people
🇸🇲,flag: San Marino sammarinese oldest republic microstate surrounded by italy mount titano
🇸🇳,flag: Senegal senegalese dakar west africa teranga (hospitality) jollof rice debate
🇸🇴,flag: Somalia somali mogadishu horn of africa resilient coastline
🇸🇷,flag: Suriname surinamese paramaribo south america diverse culture rainforest
🇸🇸,flag: South Sudan south sudanese juba east-central africa newest country rich in oil
🇸🇹,flag: São Tomé & Príncipe são toméan african island nation chocolate coffee paradise
🇸🇻,flag: El Salvador salvadoran san salvador central america pupusas volcanoes
🇸🇽,flag: Sint Maarten sint maarten dutch side caribbean maho beach planes shared island
🇸🇾,flag: Syria syrian damascus middle east ancient civilization resilient people
🇸🇿,flag: Eswatini swazi mbabane southern africa monarchy beautiful landscapes
🇹🇦,flag: Tristan da Cunha most remote inhabited island british territory south atlantic volcano small community
🇹🇨,flag: Turks & Caicos Islands turks and caicos beautiful by nature caribbean luxury travel pristine beaches
🇹🇩,flag: Chad chadian n'djamena central africa sahara desert lake chad
🇹🇫,flag: French Southern Territories uninhabited antarctic french territory scientific research remote
🇹🇬,flag: Togo togolese lomé west africa voodoo market friendly people
🇹🇭,flag: Thailand thai bangkok pad thai beautiful temples land of smiles
🇹🇯,flag: Tajikistan tajik dushanbe central asia pamir mountains persian culture
🇹🇰,flag: Tokelau tokelauan new zealand territory remote atolls pacific solar powered
🇹🇱,flag: Timor-Leste timorese dili southeast asia newest asian country coffee
🇹🇲,flag: Turkmenistan turkmen ashgabat central asia gates of hell neutral country
🇹🇳,flag: Tunisia tunisian tunis north africa star wars filming location beautiful beaches
🇹🇴,flag: Tonga tongan nukuʻalofa friendly islands pacific rugby passion
🇹🇷,flag: Turkey turkish ankara istanbul kebabs turkish delight
🇹🇹,flag: Trinidad & Tobago trinidadian tobagonian caribbean carnival soca music
🇹🇻,flag: Tuvalu tuvaluan funafuti pacific island nation sinking island climate change
🇹🇼,flag: Taiwan taiwanese taipei bubble tea night markets tech powerhouse
🇹🇿,flag: Tanzania tanzanian dodoma serengeti mount kilimanjaro safari
🇺🇦,flag: Ukraine ukrainian kyiv sunflower stand with ukraine brave
🇺🇬,flag: Uganda ugandan kampala pearl of africa gorillas source of the nile
🇺🇲,flag: U.S. Outlying Islands uninhabited pacific islands us territories remote nature reserves
🇺🇳,flag: United Nations un new york geneva peace global cooperation
🇺🇸,flag: United States usa american murica freedom bald eagle
🇺🇾,flag: Uruguay uruguayan montevideo south america mate first world cup winner
🇺🇿,flag: Uzbekistan uzbek tashkent central asia silk road beautiful mosques
🇻🇦,flag: Vatican City vatican smallest country pope holy see rome
🇻🇨,flag: St. Vincent & Grenadines vincy kingstown caribbean beautiful islands sailing
🇻🇪,flag: Venezuela venezuelan caracas south america arepas beautiful nature
🇻🇬,flag: British Virgin Islands bvi road town caribbean sailing capital beautiful beaches
🇻🇮,flag: U.S. Virgin Islands usvi charlotte amalie american caribbean beautiful beaches st croix
🇻🇳,flag: Vietnam vietnamese hanoi pho southeast asia beautiful landscapes
🇻🇺,flag: Vanuatu ni-vanuatu port vila pacific volcanoes bungee jumping origin
🇼🇫,flag: Wallis & Futuna wallisian futunan french territory polynesia remote islands
🇼🇸,flag: Samoa samoan apia polynesia rugby beautiful culture
🇽🇰,flag: Kosovo kosovan pristina balkans newly independent vibrant youth
🇾🇪,flag: Yemen yemeni sana'a middle east ancient history rich culture
🇾🇹,flag: Mayotte mahoran french department indian ocean comoros archipelago lagoon
🇿🇦,flag: South Africa south african pretoria rainbow nation nelson mandela vuvuzela
🇿🇲,flag: Zambia zambian lusaka southern africa victoria falls wildlife safari
🇿🇼,flag: Zimbabwe zimbabwean harare southern africa great zimbabwe victoria falls
🏴󠁧󠁢󠁥󠁮󠁧󠁿,flag: England english london it's coming home tea and crumpets premier league
🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag: Scotland scottish edinburgh highlands bagpipes nessie
🏴󠁧󠁢󠁷󠁬󠁳󠁿,flag: Wales welsh cardiff dragons castles rugby
